,right_ans,student_ans,similarity,grammer_check,keyword_sum,score
194,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",The air conditioner has a large capacity.,0.37591717,0,0,1.0
195,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",I don't use too much TV and refrigerator electricity,0.51914537,0,0,1.0
196,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.","""Parallel connection: Even if one of the two is turned off, there is one left, so electricity",0.5957292,0,0,1.0
197,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.","Can keep going back""",0.04066691,1,0,1.0
198,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",The air conditioner is connected in series,0.45692742,0,0,1.0
199,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",I think the electricity in the air conditioner has been consumed so much that it turned off,0.5785435,0,0,1.0
200,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",Because the air conditioner is connected in parallel,0.58499926,0,0,1.0
201,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",The air conditioner is connected to the display and the other electronics are connected in parallel,0.60152775,0,0,1.0
202,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",Because the air conditioner is connected in parallel.,0.57382363,0,0,1.0
203,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",The connection is different,0.07172938,0,0,1.0
204,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",Because I wasn't using any other electronics,0.56389976,0,0,1.0
205,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",The air conditioner is connected in series,0.45692742,0,0,1.0
206,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",I don't understand.,-0.025621284,0,0,1.0
207,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.","""I don't know.""",-0.011582065,0,0,1.0
208,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.","""",-0.09581574,0,0,1.0
209,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.","The air conditioner cord is only connected to each other, so the air conditioner is turned off, but other electronics are not turned off.",0.82672495,0,0,1.0
210,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",The air conditioner has exceeded the maximum amount of electricity,0.47297215,0,0,1.0
211,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.","Using more than the amount of electricity, things like home appliances in the same outlet are discharged, so there is no current flowing through the outlet.",0.7268026,0,0,1.0
212,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",The air conditioner's power consumption is overflowing,0.42582494,0,0,1.0
213,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",The air conditioner uses a lot of tremors,0.3311122,0,0,1.0
214,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",The air conditioner uses a lot of current,0.5354683,0,0,1.0
215,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",It does not affect other products because the current is too much only on the cord that was connected to the air conditioner,0.89178044,0,0,1.0
216,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",turn off the air conditioner,0.38690794,1,0,1.0
217,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",I don't know.,-0.0100355875,0,0,1.0
218,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.","Although it is connected to the same code, the reason why only the air conditioner is turned off seems to be because the line that delivers power with the air conditioner code is overloaded.",0.78963894,0,0,1.0
219,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",I don't know.,-0.0100355875,0,0,1.0
220,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",Turn off the air conditioner,0.3892508,0,0,1.0
221,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.","The electronics connected to the same code did not turn off because the air conditioner was used too much more than the amount of electricity, and only the air conditioner used more than the amount of electricity was turned off.",0.72954464,0,0,1.0
222,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.","Maybe it's because the air conditioner is old or because there's a lot of dust in the air conditioner, it might suddenly turn off",0.45804173,0,0,1.0
223,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",I don't know,-0.0047535053,0,0,1.0
224,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",I use the air conditioner a lot,0.4199155,0,0,1.0
225,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",running out of time,0.1360859,1,0,1.0
226,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",I think it suddenly turned off because I used the air conditioner too much,0.5315606,0,0,1.0
227,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",I don't know,-0.0047535053,0,0,1.0
228,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",It's because I only turn on the air conditioner a lot. :),0.6533031,0,0,1.0
229,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",I only turned on the AC too much,0.57901734,0,0,1.0
230,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",It depends on the type of air conditioner,0.3735479,0,0,1.0
231,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",Each type of air conditioner has a different model,0.33628795,0,0,1.0
232,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.","""Because air conditioners have more electricity than other electronics such as TVs",0.55120426,0,0,1.0
233,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.","""",-0.09581574,0,0,1.0
234,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",I have no idea.,0.020260483,0,0,1.0
235,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",The air conditioner is very old,0.32044753,0,0,1.0
236,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",I used a lot of air conditioners,0.36270908,0,0,1.0
237,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",You should ask the person who made it. Why are you doing this to us?,0.11774572,0,0,1.0
238,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",Because the air conditioner sits down and the TV refrigerator plugs in the cord,0.4114199,0,0,1.0
239,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.","""Reason 1 The power to the air conditioner is cut off, but the power to the TV or refrigerator is different from the air conditioner",0.52751935,0,0,1.0
240,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.","""Because I turned off the TV and refrigerator""",0.24647035,0,0,1.0
241,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",I don't understand.,-0.025621284,0,0,1.0
242,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.","The air conditioner was overheated, so I turned it off",0.48026115,0,0,1.0
243,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.","""The electricity goes to the air conditioner and heats up, but the rest of me can't",0.57603055,0,0,1.0
244,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",nan,0.004138541,1,0,1.0
245,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",nan,0.004138541,1,0,1.0
246,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",nan,0.004138541,1,0,1.0
247,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",nan,0.004138541,1,0,1.0
248,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.","""",-0.09581574,0,0,1.0
249,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",I brought electricity to other things,0.40974668,0,0,1.0
250,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.","This is because the current of the air conditioner was used a lot, but the current of other goods was not used a lot.",0.73368543,0,0,1.0
251,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.","If you use a lot of electricity, other machines get hot, but the air conditioner gets hot quickly because it has a lot of electricity, and it is turned off because it is used more than electricity",0.6522318,0,0,1.0
252,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.","TV, refrigerator, etc. are not used above the amount of energy.Because the amount of electricity flows is different,",0.6203894,1,0,1.0
253,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.","The first seems to be because air conditioners have more electricity than TVs and refrigerators.   Second, I think it is because I use TV or internal computer more than air conditioner.",0.49649596,1,0,1.0
254,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.","""",-0.09581574,0,0,1.0
255,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",I think it's a coincidence,0.114181936,0,0,1.0
256,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",It's in parallel,0.13510805,0,0,1.0
257,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",I think this is because air conditioners have more electricity than TVs and refrigerators.,0.53323966,0,0,1.0
258,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.","It seems to be because even if it is the same outlet, only the air conditioner was used more than the amount of electricity.""",0.6779048,1,0,1.0
259,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",I think the air conditioner is overloaded and only the air conditioner is turned off,0.60572976,1,0,1.0
260,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",Because the electricity in the cord is different,0.34371763,0,0,1.0
261,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",Because it's in parallel.,0.15541862,0,0,1.0
262,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",I don't understand.,-0.025621284,0,0,1.0
263,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",Only the air conditioner is overloaded,0.55666405,0,0,1.0
264,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",I don't know.,-0.0100355875,0,0,1.0
265,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",There's a problem with the air conditioner,0.38849258,0,0,1.0
266,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",My knowledge is not up to there,0.10831438,0,0,1.0
267,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",There's a lot of electricity that the air conditioner eats? Didn't it turn off first?  Do TV and refrigerators eat less electricity than air conditioners? I think so.,0.5144797,0,0,1.0
268,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.","The AC used a lot of power, so the rest of the members had a lot of electricity",0.498239,0,0,1.0
269,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.","Since electronic products used more than the amount of electricity were only air conditioners, even if they were connected to codes such as TVs and refrigerators, it seems that only the air conditioners, which are the cause of the problem, were turned off.",0.7952264,0,0,1.0
270,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",I turned it on and off one by one by one by one by one It's a power outlet. (Because it's connected in parallel?),0.5569282,2,0,1.0
271,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",I'm taking out the cord,0.1515653,0,0,1.0
272,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",I don't know,-0.0047535053,0,0,1.0
273,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",I don't know,-0.0047535053,0,0,1.0
274,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",It's in a parallel structure,0.1652743,0,0,1.0
275,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",I don't know,-0.0047535053,0,0,1.0
276,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",I don't know,-0.0047535053,0,0,1.0
277,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",connected in parallel,0.17896831,1,0,1.0
278,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",Only the air conditioner stopped working because of the electricity of the air conditioner,0.7188769,0,0,1.0
279,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",Because the electronics were connected in parallel,0.5097885,0,0,1.0
280,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",It's because it's connected in parallel,0.3319841,0,0,1.0
281,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",Don't know,0.0030097417,0,0,1.0
282,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",I don't know,-0.0047535053,0,0,1.0
283,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",I don't know.,-0.0100355875,0,0,1.0
284,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",It is connected in parallel and does not turn off.,0.30163237,0,0,1.0
285,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",I don't know.,-0.0100355875,0,0,1.0
286,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",Because it was connected in parallel.,0.2570844,0,0,1.0
287,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.","It is connected in parallel, so even if one is turned off, the other is not turned off.",0.5383513,0,0,1.0
288,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",Parallel connection of circuits,0.3605815,0,0,1.0
289,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",I don't know.,-0.0100355875,0,0,1.0
290,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",Parallel connection,0.13264297,0,0,1.0
291,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.",I don't know,-0.0047535053,0,0,1.0
292,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.","If one of the circuits is disconnected because it is connected in parallel, there is electricity flowing through the other",0.6160994,0,0,1.0
293,"Since the circuits are connected in parallel, each electronic product is independently supplied with power. The power of the air conditioner is quickly cut off due to the over-current prevention of the air conditioner, so the power of the outlet is not consumed, so there is no problem with other products. Therefore, the current of other electronic devices was constant.","Since the battery is connected in parallel, the battery may be disconnected independently.",0.6321206,0,0,1.0
